,Unnamed: 0,contributor,hl_num,image_src,isbn,medium,price,product_link,series,title,voicing,series.1,publisher,format,high_quality_image_link,details
10,10,"Authors: Barbara Kreader,Fred Kern,Mona Rejino,Phillip Keveren",296776,https://halleonard-common.s3.amazonaws.com/item_gif/00296776.gif,9.78142E+12,Softcover Audio Online,$10.99 (US),https://www.halleonard.com/product/296776/all-in-one-piano-lessons-book-b?subsiteid=1,Educational Piano Library,All-In-One Piano Lessons Book B,,,, Softcover Audio Online,,"Series:Educational Piano LibraryFormat: Softcover Audio OnlineAuthors:                                                                       Barbara Kreader,                                                                                                                  Fred Kern,                                                                                                                  Mona Rejino,                                                                                                                  Phillip KeverenPiano Level: Book 1All-In-One Piano Lessons Book B combines selected pages from the Piano Lessons, Technique, Solos, Theory Workbook, and Practice Games into one easy-to-manage book. A perfect choice for beginning group or private instruction, this book offers students a variety of styles and moods, and includes the “best ever” teacher accompaniments now available online for download or streaming! Upon completion of the All-In-One Piano Lessons Book A, students will be ready to continue into the All-In-One Piano Lessons Book B. After completing Books A & B, students are ready to progress to Level 2 of the Hal Leonard Student Piano Library.InstrumentationPianoSample Pages & Audio$10.99(US)Inventory #HL 00296776ISBN: 9781423470984UPC: 884088351571Width: 12.0""Length: 9.0""80 pagesPrices and availability subject to change without notice."
11,11,Metallica,2506965,https://halleonard-common.s3.amazonaws.com/item_gif/02506965.gif,9.7809E+12,TAB,$22.99 (US),https://www.halleonard.com/product/2506965/metallica--and-justice-for-all?subsiteid=1,Play It Like It Is,Metallica – ...And Justice for All,,,: Cherry Lane Music,,,"Series:Play It Like It IsPublisher: Cherry Lane MusicTABArtist:                                                                       MetallicaMatching folio to the double album. Nine smashing metal songs, including: Eye of the Beholder • One • The Shortest Straw • and more. Also includes an introduction by Wolf Marshall.Song ListPrint    ...And Justice For All    Blackened    Dyers Eve    Eye Of The Beholder    The Frayed Ends Of Sanity    Harvester Of Sorrow    One    The Shortest Straw    To Live Is To DieInstrumentationGuitar$22.99(US)Inventory #HL 02506965ISBN: 9780895244192UPC: 073999006605Publisher Code: 6965Width: 9.0""Length: 12.0""96 pagesPrices and availability subject to change without notice."
12,12,Various,310964,https://halleonard-common.s3.amazonaws.com/item_gif/00310964.gif,9.78063E+12,,$19.95 (US),https://www.halleonard.com/product/310964/piano-solos-for-all-occasions?subsiteid=1,Piano Solo Songbook,Piano Solos for All Occasions,,,,,,"Series:Piano Solo SongbookComposer:                                                                                          Various                                                       Everyone who plays piano should have this multipurpose resource on their music shelf! Includes delightful solo arrangements of 65 songs in styles ranging from classical to Latin, Broadway to blues, movie hits to new age, jazz standards, wedding songs and more! Tunes include: Ain't Misbehavin' • Ave Maria • Bridal Chorus • Canon in D • Edelweiss • Für Elise • Georgia on My Mind • The Girl from Ipanema • The Godfather • Memory • Misty • Moon River • My Heart Will Go On • Route 66 • Stella by Starlight • When I Fall in Love • and scores more.Song ListPrint    Ain't Misbehavin'    All Blues    All I Ask Of You    Angel    The Anniversary Waltz    Auld Lang Syne    Ave Maria, Op. 52, No. 6    Beauty And The Beast    Bridal Chorus    Butterflies In Space    Canon In D    A Day In The Life Of A Fool (Manha De Carnaval)    Don't Get Around Much Anymore    Edelweiss    (Everything I Do) I Do It For You    Fanfare Rondeau    Fur Elise, WoO 59    Georgia On My Mind    The Girl From Ipanema (Garota De Ipanema)    The Godfather (Love Theme)    Hava Nagila (Let's Be Happy)    Have You Met Miss Jones?    Here, There And Everywhere    How Insensitive (Insensatez)    I Love You    In A Sentimental Mood    In The Hall Of The Mountain King    It Don't Mean A Thing (If It Ain't Got That Swing)    It's A Grand Night For Singing    Jesu, Joy Of Man's Desiring    Just The Way You Are    Longer    The Lord's Prayer    Love Story    Meditation (Meditacao)    Memory    Misty    Moon River    Moonlight In Vermont    My Heart Will Go On (Love Theme From 'Titanic')    Once I Loved (Amor Em Paz) (Love In Peace)    People Will Say We're In Love    Purple Mountain    The Rainbow Connection    Reverie    Romeo And Juliet (Love Theme)    Route 66    Shall We Dance?    So Nice (Summer Samba)    Solfeggietto    Some Enchanted Evening    Sonata In A Major, L. 483    Sophisticated Lady    The Star-Spangled Banner    Stella By Starlight    Stormy Weather (Keeps Rainin' All The Time)    Tales From The Vienna Woods    Tears In Heaven    Touch Of Promise    The Velocity Of Love    Waltz in C# Minor    Watch What Happens    The Way We Were    When I Fall In Love    You'll Never Walk AloneInstrumentationPiano/Keyboard$19.95(US)Inventory #HL 00310964ISBN: 9780634056819UPC: 073999109641Width: 9.0""Length: 12.0""274 pagesPrices and availability subject to change without notice."
13,13,Various,293226,https://halleonard-common.s3.amazonaws.com/item_gif/00293226.gif,9.78154E+12,"Softcover Audio Online
				 - TAB",$29.99 (US),https://www.halleonard.com/product/293226/hal-leonard-guitar-tab-method-books-1-2--3-all-in-one-edition?subsiteid=1,Guitar Tab Method,"Hal Leonard Guitar Tab Method: Books 1, 2 & 3 All-in-One Edition!",,,, Softcover Audio Online – TAB,,"Series:Guitar Tab MethodFormat: Softcover Audio Online – TABAuthor:                                                                                          Various                                                       “The ultimate learning tool to go from zero to hero in no time!” –Guitar World magazineGet started quickly and easily, and with songs you want to play! This method introduces notes with riffs like “Crazy Train” and “Smoke on the Water,” power chords with classics by AC/DC and the Who, chord-strumming with songs by Neil Young and Nirvana, and much more. The method's unique, well-paced, and logical teaching sequence will get students playing more easily than ever before, and music from popular artists like the Eagles, Van Halen, and Green Day will keep them playing and having fun.This special Combo Edition includes Books One, Two, and Three of the series, online audio access, plus tons of bonus material.Method features:• Easy-to-follow guitar tablature• Hundreds of riffs and songs• Variety of music styles• Basic music theory• Online audio access with demos of every exampleLessons include:• How to hold the guitar• Notes and riffs starting on the low E string• Tempo and time signatures• Understanding notes and rests• Power chords, open chords, and seventh chords• and much, more more!Bonus material:• Fretboard atlas• Warm-up exercises• Worksheets• Tuning tips• How to change strings• Gear info• Rhythm tab legendSong ListPrint    About A Girl    Addams Family Theme    Ain't No Sunshine    All Along The Watchtower    All I Have To Do Is Dream    All I Wanna Do    All Right Now    All Your Love (I Miss Loving)    Am I Evil?    American Woman    Another One Bites The Dust    Aqualung    Are You Gonna Be My Girl    Baba O'Riley    Bang A Gong (Get It On)    Barracuda    Batman Theme    Beat It    Birthday    Black Magic Woman    Blue On Black    Boom Boom    The Boys Are Back In Town    Brain Damage    Brain Stew (The Godzilla Remix)    Breaking The Law    Bring It On Home    Bye Bye Love    Can't Buy Me Love    Canon In D    Changes    China Grove    Cocaine    Come As You Are    Come Out And Play (Keep 'Em Separated)    Crazy On You    Crazy Train    Cruise    Cult Of Personality    Day Tripper    Detroit Rock City    Do-Re-Mi    Don't Fear The Reaper    Don't Stop Believin'    Drive My Car    Duelin' Banjos    Elderly Woman Behind The Counter In A Small Town    Electric Funeral    Every Breath You Take    Everybody Hurts    Evil Ways    Feel Your Love Tonight    Five Foot Two, Eyes Of Blue (Has Anybody Seen My Girl?)    Fly Away    Fly Like An Eagle    For Your Love    Foxey Lady    Free Bird    Fur Elise, WoO 59    Get Ready    Get Up Stand Up    Go Your Own Way    Goodbye To Romance    Green Onions    Green-Eyed Lady    Hallelujah    Hava Nagila (Let's Be Happy)    Hawaii Five-O Theme    He's A Pirate    Heart Of Gold    Heat Of The Moment    Hello, Goodbye    Helter Skelter    Here I Go Again    Hey Joe    Hold The Line    The House Of The Rising Sun    I Can't Explain    I Can't Quit You Baby    I Don't Know    I Hate Myself For Loving You    I Saw Her Standing There    I'm Shipping Up To Boston    I'm Tore Down    In My Dreams    In My Life    Iron Man    Jailbreak    James Bond Theme    Jamie's Cryin'    Theme From “Jaws”    Jessie's Girl    Jesu, Joy Of Man's Desiring    The Joker    Joy To The World    Theme From King Of The Hill    Knockin' On Heaven's Door    Kryptonite    La Bamba    La Grange    Lady Madonna    Land Of A Thousand Dances    Layla    Lean On Me    Learning To Fly    Life In The Fast Lane    Lightning Crashes    Lights    Like A Rolling Stone    Living After Midnight    Long Train Runnin'    Louie, Louie    Love Me Tender    Lucy In The Sky With Diamonds    Machine Gun    Malagueña    Mama, I'm Coming Home    The Man Who Sold The World    Message In A Bottle    Misirlou    Mississippi Queen    Mr. Crowley    Misunderstanding    Money    Money (That's What I Want)    The Munsters Theme    My Best Friend's Girl    My Favorite Mistake    My Name Is Jonas    My Sharona    Natural Science    Norwegian Wood (This Bird Has Flown)    Oh, Pretty Woman    Ours    Owner Of A Lonely Heart    Paperback Writer    Patience    Peace Of Mind    Peter Gunn    The Pink Panther    Pipeline    Plush    Pride And Joy    Purple Haze    Rebel, Rebel    Refugee    R.O.C.K. In The U.S.A. (A Salute To 60's Rock)    Rock Lobster    Rock You Like A Hurricane    Rockstar    Rocky Raccoon    Runnin' Down A Dream    Sgt. Pepper's Lonely Hearts Club Band    Seven Nation Army    She's Waiting    Should I Stay Or Should I Go    Sleepwalk (Instrumental Version)    Smells Like Teen Spirit    Smoke On The Water    Smooth    Somebody Told Me    South Of Heaven    Space Oddity    Space Truckin'    Stairway To Heaven    Still Got The Blues    (They Call It) Stormy Monday (Stormy Monday Blues)    Sultans Of Swing    Summer Of '69    Sunday Bloody Sunday    Sunshine Of Your Love    Super Freak    Susie-Q    Sweet Home Chicago    Sweet Leaf    Take Me To The River    Talk Dirty To Me    Taxman    Texas Flood    That'll Be The Day    This Love    3 AM    The Thrill Is Gone    Ticket To Ride    Time Is On My Side    Tin Pan Alley    T.N.T.    The Trooper    25 Or 6 To 4    Twist And Shout    Two Princes    Unchained    Under The Bridge    Up Around The Bend    Walk Don't Run    Wanted Dead Or Alive    Wherever I May Roam    White Room    Wild Night    Wild Thing    Wipe Out    Wonderful Tonight    Working Man    Yellow Submarine    You Give Love A Bad Name    You Really Got Me    You Shook Me    Ziggy Stardust    The ZooInstrumentationGuitarSample Pages & Audio$29.99(US)Inventory #HL 00293226ISBN: 9781540050687UPC: 888680934019Width: 9.0""Length: 12.0""120 pagesPrices and availability subject to change without notice."
14,14,"Authors: Barbara Kreader,Mona Rejino,Phillip Keveren,Fred Kern",296851,https://halleonard-common.s3.amazonaws.com/item_gif/00296851.gif,9.78162E+12,Softcover Audio Online,$10.99 (US),https://www.halleonard.com/product/296851/all-in-one-piano-lessons-book-c?subsiteid=1,Educational Piano Library,All-in-One Piano Lessons Book C,,,, Softcover Audio Online,,"Series:Educational Piano LibraryFormat: Softcover Audio OnlineAuthors:                                                                       Barbara Kreader,                                                                                                                  Mona Rejino,                                                                                                                  Fred Kern,                                                                                                                  Phillip KeverenPiano Level: Level 2The All-In-One Piano Lessons Books A, B, C, and D combine selected pages from the original Piano Lessons, Technique, Solos, Theory Workbook, and Practice Games into one easy-to-manage book. Book C is the equivalant to the first half of Book 2. A perfect choice for beginning group or private instruction, the book with online audio offers students a variety of styles and moods, and includes the “best ever” teacher accompaniments. The audio files are accessed online using the unique code inside each book and include a variety of playback tools to assist with learning and practicing each piece.InstrumentationPiano/KeyboardSample Pages $10.99(US)Inventory #HL 00296851ISBN: 9781617806902UPC: 884088557713Width: 9.0""Length: 12.0""80 pagesPrices and availability subject to change without notice."
15,15,Metallica,2507018,https://halleonard-common.s3.amazonaws.com/item_gif/02507018.gif,9.7809E+12,,$19.99 (US),https://www.halleonard.com/product/2507018/metallica--kill-em-all?subsiteid=1,Play It Like It Is,Metallica – Kill 'Em All,,,: Cherry Lane Music,,,"Series:Play It Like It IsPublisher: Cherry Lane MusicArtist:                                                                       MetallicaComplete transcriptions to their debut album, including the songs: The Four Horsemen • Seek and Destroy • Jump in the Fire • and more.Song ListPrint    Am I Evil?    (Anesthesia) - Pulling Teeth    Blitzkrieg    The Four Horsemen    Hit The Lights    Jump In The Fire    Metal Militia    Motorbreath    No Remorse    Phantom Lord    Seek & Destroy    WhiplashInstrumentationGuitar$19.99(US)Inventory #HL 02507018ISBN: 9780895244963UPC: 073999070187Publisher Code: 7018Width: 9.0""Length: 12.0""80 pagesPrices and availability subject to change without notice."
16,16,John Legend,126844,https://halleonard-common.s3.amazonaws.com/item_gif/00126844.gif,9.7815E+12,,$3.99 (US),https://www.halleonard.com/product/126844/all-of-me?subsiteid=1,Piano Vocal,All of Me,,,,,,"Series:Piano VocalArtist:                                                                       John LegendThis sheet music features an arrangement for piano and voice with guitar chord frames, with the melody presented in the right hand of the piano part as well as in the vocal line.InstrumentationPiano/Vocal/Guitar$3.99(US)Inventory #HL 00126844ISBN: 9781495030536UPC: 888680005696Width: 9.0""Length: 12.0""8 pagesPrices and availability subject to change without notice."
17,17,"Authors: Barbara Kreader,Fred Kern,Mona Rejino,Phillip Keveren",296852,https://halleonard-common.s3.amazonaws.com/item_gif/00296852.gif,9.78162E+12,Softcover Audio Online,$10.99 (US),https://www.halleonard.com/product/296852/all-in-one-piano-lessons-book-d?subsiteid=1,Educational Piano Library,All-in-One Piano Lessons Book D,,,, Softcover Audio Online,,"Series:Educational Piano LibraryFormat: Softcover Audio OnlineAuthors:                                                                       Barbara Kreader,                                                                                                                  Fred Kern,                                                                                                                  Phillip Keveren,                                                                                                                  Mona RejinoPiano Level: Level 2The All-In-One Piano Lessons Books A, B, C, and D combine selected pages from the original Piano Lessons, Technique, Solos, Theory Workbook, and Practice Games into one easy-to-manage book. Book D is the equivalant to the second half of Book 2. A perfect choice for beginning group or private instruction, the book with online audio offers students a variety of styles and moods, and includes the “best ever” teacher accompaniments. The audio is accessed online using the unique code in each book and features PLAYBACK+ tools such as tempo adjustment and looping capabilities.InstrumentationPiano/KeyboardSample Pages $10.99(US)Inventory #HL 00296852ISBN: 9781617806919UPC: 884088557720Width: 9.0""Length: 12.0""72 pagesPrices and availability subject to change without notice."
18,18,Electric Light Orchestra,306952,https://halleonard-common.s3.amazonaws.com/item_gif/00306952.gif,9.78142E+12,Softcover,$19.99 (US),https://www.halleonard.com/product/306952/the-very-best-of-electric-light-orchestra--all-over-the-world?subsiteid=1,Piano/Vocal/Guitar Artist Songbook,The Very Best of Electric Light Orchestra – All Over the World,,,, Softcover,,"Series:Piano/Vocal/Guitar Artist SongbookFormat: SoftcoverArtist:                                                                       Electric Light Orchestra20 greats from these prog-rock legends, including: All over the World • Confusion • Don't Bring Me Down • Evil Woman • Hold on Tight • Shine a Little Love • Show Down • Strange Magic • Sweet Talkin' Woman • Xanadu • and more.Song ListPrint    All Over The World    Alright    Confusion    Diary Of Horace Wimp    Don't Bring Me Down    Evil Woman    Hold On Tight    Livin' Thing    Ma-Ma-Ma Belle    Mr. Blue Sky    Rock 'N' Roll Is King    Rockaria    Shine A Little Love    Show Down    Strange Magic    Sweet Talkin' Woman    Telephone Line    Turn To Stone    Wild West Hero    XanaduInstrumentationPiano/Vocal/GuitarSample Pages $19.99(US)Inventory #HL 00306952ISBN: 9781423455158UPC: 884088211943Width: 9.0""Length: 12.0""112 pagesPrices and availability subject to change without notice."
19,19,Chad Johnson,233655,https://halleonard-common.s3.amazonaws.com/item_gif/00233655.gif,9.7815E+12,"Softcover Audio Online
				 - TAB",$19.99 (US),https://www.halleonard.com/product/233655/all-about-ukulele?subsiteid=1,All About Series,All About Ukulele,,,: Hal Leonard, Softcover Audio Online – TAB,,"Series:All About SeriesPublisher: Hal LeonardFormat: Softcover Audio Online – TABAuthor:                                                                       Chad JohnsonHave you struggled through tedious lessons and boring instruction books in your desire to learn to play the ukulele? If you wish there was a fun and engaging way to motivate you in your uke playing quest, then this is it: All About Ukulele is for you. Whether it's learning to read music, playing in a band, finding the right instrument, or all of the above, this enjoyable guide will help you to finally start playing your favorite songs in many different styles. Plus, learn interesting tid-bits on ukulele gear, care and maintenance, other fretted instruments, and other fun stuff about the uke. This fun-filled, easy-to-use guide includes:• An introduction to ukulele• Step-by-step music reading instruction• Background on various styles of music, including dozens of favorite songs• Performance tips & tricks• Famous uke players & essential listeningExcerpts from over 40 songs are included: All Along the Watchtower • China Grove • Dream On • 5 Years Time • Free Fallin' • In My Life • Karma Police • Let It Be • More Than Words • Ode to Joy • Over the Rainbow • Pinball Wizard • Riptide • You Really Got Me • and many more. The audio is accessed online using the unique code inside each book and can be streamed or downloaded. The audio files include PLAYBACK+, a multi-functional audio player that allows you to slow down audio without changing pitch, set loop points, change keys, and pan left or right.Song ListPrint    All Along The Watchtower    Can't Find My Way Home    China Grove    Dream On    Eleanor Rigby    5 Years Time    Fly Me To The Moon (In Other Words)    Free Fallin'    God Rest Ye Merry, Gentlemen    Happy Birthday To You    Hot Cross Buns    Hush, Little Baby    I'll See You In My Dreams    In My Life    Itsy Bitsy Spider    Jingle Bells    Karma Police    La Bamba    Let It Be    Lullaby    More Than Words    Nowhere Man    Ode To Joy    Old Macdonald Had A Farm    Over The Rainbow    Pinball Wizard    Riptide    Rock You Like A Hurricane    Row, Row, Row Your Boat    Saint James Infirmary    Scarborough Fair    Skip To My Lou    Smoke On The Water    Stir It Up    Sunny Came Home    Tonight You Belong To Me    Twinkle, Twinkle Little Star    What A Wonderful World    Who Will Save Your Soul    You Really Got MeInstrumentationUkuleleSample Pages $19.99(US)Inventory #HL 00233655ISBN: 9781495093746UPC: 888680683306Width: 8.5""Length: 11.0""208 pagesPrices and availability subject to change without notice."
20,20,"Composers: Nancy Faber,Randall Faber",420247,https://halleonard-common.s3.amazonaws.com/item_gif/00420247.gif,9.78162E+12,Softcover with DVD,$26.99 (US),https://www.halleonard.com/product/420247/adult-piano-adventures-all-in-one-lesson-book-2?subsiteid=1,Faber Piano Adventures®,Adult Piano Adventures All-in-One Lesson Book 2,,,: Faber Piano Adventures, Softcover with DVD,,"Series:Faber Piano Adventures®Publisher: Faber Piano AdventuresFormat: Softcover with DVDComposers:                                                                       Nancy Faber,                                                                                                                  Randall FaberPiano Level: 3A-3BWhether the adult student has just completed Book 1 or is returning to the piano after formerly playing, great pieces await in Adult Piano Adventures Book 2. This convenient “All-In-One” volume offers carefully sequenced instruction in note reading, music theory and piano technique. Its appealing new design clearly introduces concepts such as triad inversions, 3/8 and 6/8 time signatures, 16th-note rhythms, connected pedaling, and major and minor scales, plus a special focus on chord playing with lead sheets of familiar songs. Audio and video files are included on CD and DVD at the back of this perfect-bound book, or may be accessed online – hours of instructional videos and accompaniment tracks that inspire rhythmic vitality and artistic expression. Song highlights: 'O Sole Mio! • Sloop John B • Brahms' Lullaby • The Lion Sleeps Tonight • Hava Nagila • Give My Regards to Broadway • Scarborough Fair • Malaguena • Pachelbel's Canon • and more.InstrumentationPiano/KeyboardSample Pages $26.99(US)Inventory #HL 00420247ISBN: 9781616773328UPC: 884088535582Publisher Code: FF1334CDWidth: 9.0""Length: 12.0""200 pagesPrices and availability subject to change without notice."
21,21,,298086,https://halleonard-common.s3.amazonaws.com/item_gif/00298086.gif,9.78142E+12,Softcover Audio Online,$10.99 (US),https://www.halleonard.com/product/298086/all-in-one-piano-lessons-book-a?subsiteid=1,Educational Piano ¯ International Edition,All-in-One Piano Lessons Book A,,,, Softcover Audio Online,,"Series:Educational Piano ¯ International EditionFormat: Softcover Audio OnlineAll-In-One Piano Lessons Book A combines selected pages from the Piano Lessons, Technique, Solos, Theory Workbook, and Practice Games into one easy-to-manage book. A perfect choice for beginning group or private instruction, this book offers students a variety of styles and moods, and includes the “best ever” teacher accompaniments. Upon completion of the All-In-One Piano Lessons Book A, students will be ready to continue into the All-In-One Piano Lessons Book B. After completing Books A & B, students are ready to progress to Level 2 of the Hal Leonard Student Piano Library. 80 pages. Audio is accessed online using the unique code inside the book and can be streamed or downloaded. The audio files include PLAYBACK+. a multi-functional audio player that allows you to slow down audio without changing pitch, set loop points, change keys and pan left or right.InstrumentationPiano$10.99(US)Inventory #HL 00298086ISBN: 9781423484349UPC: 884088415167Width: 11.88""Length: 9.0""80 pagesPrices and availability subject to change without notice."
22,22,Karen Harrington,210630,https://halleonard-common.s3.amazonaws.com/item_gif/00210630.gif,9.7815E+12,Softcover,$10.99 (US),https://www.halleonard.com/product/210630/all-in-one-piano-scales-chords--arpeggios?subsiteid=1,Piano Instruction,"All-in-One Piano Scales, Chords & Arpeggios",,,, Softcover,,"Series:Piano InstructionFormat: SoftcoverAuthor:                                                                       Karen HarringtonFor generations, scales, chords, and arpeggios have been an essential element of keyboard study. Not only do they equip piano students with the technical acumen required to play the instrument, they also provide practical instruction in the basics of music theory. In this must-have, all-in-one resource, you'll find notation and fingerings for scales, chords, arpeggios, and primary cadences for the 15 major keys and the 15 minor keys. Chromatic scales, scales in thirds and sixths, and the grand scale are also included.InstrumentationPiano/KeyboardSample Pages $10.99(US)Inventory #HL 00210630ISBN: 9781495084416UPC: 888680659981Width: 9.0""Length: 12.0""88 pagesPrices and availability subject to change without notice."
23,23,"Authors: Doug Downing,Doug Boduch",293920,https://halleonard-common.s3.amazonaws.com/item_gif/00293920.gif,9.78154E+12,"Softcover Media Online
				 - TAB",$19.99 (US),https://www.halleonard.com/product/293920/play-guitar-today-all-in-one-beginners-pack?subsiteid=1,Play Today Instructional Series,Play Guitar Today! All-in-One Beginner's Pack,,,, Softcover Media Online – TAB,,"Series:Play Today Instructional SeriesFormat: Softcover Media Online – TABAuthors:                                                                       Doug Downing,                                                                                                                  Doug BoduchThis all-in-one convenient compilation includes Book 1 and Book 2 with corresponding audio and video lessons available online for download or streaming using the unique code included in the books. Topics covered include: songs, chords & riffs • picking and strumming • playing tips and techniques • standard notation and tablature. With this budget-saving pack valued at over $35, you can learn guitar at your own pace with over 160 great songs and examples!InstrumentationGuitarSample Pages $19.99(US)Inventory #HL 00293920ISBN: 9781540052339UPC: 888680940379Width: 9.0""Length: 12.0""96 pagesPrices and availability subject to change without notice."
24,24,Various,298087,https://halleonard-common.s3.amazonaws.com/item_gif/00298087.gif,9.78142E+12,Softcover Audio Online,$10.99 (US),https://www.halleonard.com/product/298087/all-in-one-piano-lessons-book-b?subsiteid=1,Educational Piano ¯ International Edition,All-In-One Piano Lessons Book B,,,, Softcover Audio Online,,"Series:Educational Piano ¯ International EditionFormat: Softcover Audio OnlineComposer:                                                                                          Various                                                       All-In-One Piano Lessons Book B combines selected pages from the Piano Lessons, Technique, Solos, Theory Workbook, and Practice Games into one easy-to-manage book. A perfect choice for beginning group or private instruction, this book with online audio offers students a variety of styles and moods, and includes the “best ever” teacher accompaniments. Plus, the audio features play-back tools so players can change the tempo, loop challenging parts, etc., for each song! Upon completion of the All-In-One Piano Lessons Book A, students will be ready to continue into the All-In-One Piano Lessons Book B. After completing Books A & B, students are ready to progress to Level 2 of the Hal Leonard Student Piano Library.InstrumentationPiano/KeyboardSample Pages & Audio$10.99(US)Inventory #HL 00298087ISBN: 9781423484356UPC: 884088415174Width: 9.0""Length: 9.0""80 pagesPrices and availability subject to change without notice."
